,Mean (Monthly),Mean (Annual),Vol (Annual),Sharpe,Skew,Kurtosis,t-stat,Hit Rate,Max,Min
hml,-0.0007702586206896563,-0.009243103448275876,0.1114711551494948,-0.08291923983276103,0.03479509310213443,2.8532243751690953,-0.3645932982551429,0.4353448275862069,0.1286,-0.1383
umd,0.0009482758620689649,0.011379310344827578,0.1546499556913696,0.0735810773042634,-2.3520294111252755,15.57680290899069,0.3235336903429828,0.5818965517241379,0.12710000000000002,-0.34340000000000004
rmw,0.0034301724137931035,0.041162068965517246,0.06439254969936037,0.6392365135050105,0.48759911420257274,1.1912293309814976,2.8107029115796176,0.5862068965517241,0.0719,-0.0478
lowvol,-0.010467773495245504,-0.12561328194294605,0.2009427502443273,-0.625119750726076,-1.1037216535508119,4.915128276410581,-2.748631948162226,0.4396551724137931,0.11024411923863135,-0.34662692929060857
