name,ann_return,ann_volatility,sharpe,sortino,max_drawdown,max_dd_duration,calmar,omega,ulcer_index,ulcer_perf_index,gain_to_pain,var_95,cvar_95,skewness,excess_kurtosis,hit_rate,tail_ratio,n_observations
CVaR,0.1396948440249348,0.29435686448666043,0.4745764780058847,0.77346251219124,-0.2336350096655601,64,0.5979191398793477,1.0856430512366142,0.09432110991377739,1.4810559815574191,0.08564305123661402,0.027380696755920485,0.03851912120075533,0.27357151415680603,1.2993857436444247,0.48,1.1921510395587283,125
Black-Litterman,-0.3628072221210686,0.3631116785107726,-0.9991615351206751,-1.255393627042148,-0.31945723246119484,98,-1.1356988831521901,0.8405503847909226,0.15338634668483334,-2.3653162746390812,-0.15944961520907744,0.03864634617889176,0.05806801138133683,-0.8446007101079537,2.995508682792137,0.48,0.8481561557671413,125
Equal Weight,-0.3629877793709312,0.3631438900767327,-0.9995701133625888,-1.255852395096443,-0.3194792505899194,98,-1.1361857732565517,0.8404890753581155,0.15340814316633822,-2.366157179657333,-0.15951092464188465,0.038654994082592584,0.058076013443766006,-0.8448127205887557,2.9961862233064713,0.48,0.8478513211144816,125
