Lambda,Ann. Return,Ann. Vol,Sharpe,Sortino,Max DD,CVaR 95,Avg Turnover,Avg Max Weight
0.5,0.06856580279862297,0.2848335850968326,0.2407223248456224,0.3081863103882487,-0.20853653560105181,0.04387976207504744,0.0720885782649718,0.3750728836735339
1.0,0.09000590294359687,0.2898111025715155,0.3105674770392431,0.390630981510968,-0.20869386260086178,0.04530479354350555,0.0778570894394588,0.37256721005145793
1.5,0.11710797266210875,0.2929286135847691,0.3997833165868566,0.49947392773791144,-0.20405050370093664,0.045866907265303625,0.08025655399525333,0.3740595273046988
2.0,0.12335870828405339,0.29628116697787144,0.41635690024559263,0.516921994786437,-0.20560783388176515,0.04640017582137043,0.08050210439301624,0.37138241735511773
